customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,spending_category,estimated_clv,has_internet,is_month_to_month,churn_flag,age_group,churn_probability,predicted_churn,risk_tier
3696-XRIEN,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No,48+ months,Medium Value,4125.0,True,False,False,Non-Senior,0.09128085727476615,0,Low
4081-DYXAV,Female,0,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,12-24 months,Low Value,852.15,True,False,True,Non-Senior,0.260518703417505,0,Low
0074-HDKDG,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,No,24-48 months,Medium Value,1540.0,True,False,False,Non-Senior,0.053578735663521886,0,Low
8791-GFXLZ,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No,0-12 months,Low Value,588.5999999999999,True,True,False,Non-Senior,0.3172334542979388,0,Low
8111-SLLHI,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,24-48 months,High Value,4120.35,True,True,True,Senior,0.5965981546309657,1,Medium
0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes,0-12 months,Medium Value,522.5500000000001,True,True,True,Non-Senior,0.5115379716841638,1,Medium
9330-DHBFL,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,No,12-24 months,Medium Value,1523.75,True,False,False,Non-Senior,0.03540321273531163,0,Low
0098-BOWSO,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,No,24-48 months,Low Value,523.8,False,True,False,Non-Senior,0.12374037098315535,0,Low
3452-ABWRL,Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,24-48 months,High Value,4044.35,True,True,False,Senior,0.3567258855424603,0,Low
5859-HZYLF,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No,24-48 months,Low Value,497.9,False,False,False,Non-Senior,0.019240780009822486,0,Low
8257-RZAHR,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes,12-24 months,Medium Value,905.8000000000001,True,True,True,Non-Senior,0.2765454488708396,0,Low
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,0-12 months,High Value,1144.55,True,True,True,Senior,0.7302522563837057,1,High
3156-QLHBO,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No,0-12 months,Low Value,38.5,False,True,False,Non-Senior,0.1599673554144341,0,Low
2208-NQBCT,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,24-48 months,Medium Value,2130.7000000000003,True,True,False,Non-Senior,0.21781019915336164,0,Low
1779-PWPMG,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,48+ months,High Value,8254.800000000001,True,False,False,Senior,0.057336590984074905,0,Low
6621-NRZAK,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,No,48+ months,Low Value,1260.0,False,False,False,Non-Senior,0.004613264100116024,0,Low
0831-JNISG,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,No,48+ months,Low Value,1405.8,False,False,False,Non-Senior,0.003607680668716692,0,Low
0774-IFUVM,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,0-12 months,Medium Value,716.6500000000001,True,True,False,Non-Senior,0.3336483235597086,0,Low
3082-WQRVY,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,No,12-24 months,Low Value,275.09999999999997,False,False,False,Senior,0.05337647357538882,0,Low
9553-DLCLU,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No,12-24 months,High Value,1156.3500000000001,True,False,False,Non-Senior,0.041756064737443734,0,Low
1641-BYBTK,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,No,0-12 months,Low Value,121.19999999999999,False,True,False,Non-Senior,0.18649244093242143,0,Low
2460-NGXBJ,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,0-12 months,Medium Value,827.2,True,True,False,Senior,0.617054430780374,1,Medium
2446-ZKVAF,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,No,12-24 months,Medium Value,1022.4,True,True,False,Non-Senior,0.1708364197141046,0,Low
0841-NULXI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,0-12 months,Low Value,35.55,True,True,True,Non-Senior,0.7092571523768239,1,High
3522-CDKHF,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No,24-48 months,Medium Value,2416.0,True,True,False,Non-Senior,0.23910486093568487,0,Low
1430-SFQSA,Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,No,24-48 months,Low Value,1032.4,True,False,False,Non-Senior,0.058034874274882395,0,Low
0411-EZJZE,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No,0-12 months,Medium Value,180.75,True,True,False,Non-Senior,0.6332585322470896,1,Medium
7851-WZEKY,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,0-12 months,High Value,190.3,True,True,True,Non-Senior,0.8614123520385024,1,High
8844-TONUD,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes,12-24 months,High Value,1256.45,True,True,True,Non-Senior,0.5523314312274412,1,Medium
8807-ARQET,Female,0,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,24-48 months,Low Value,1654.3500000000001,True,True,False,Non-Senior,0.257112979490015,0,Low
8992-CEUEN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,No,0-12 months,Low Value,18.85,False,True,False,Non-Senior,0.24766926312406076,0,Low
4320-QMLLA,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,No,0-12 months,Medium Value,383.95,True,True,False,Non-Senior,0.34736086134013217,0,Low
8777-PVYGU,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,No,48+ months,Medium Value,3343.6,True,False,False,Non-Senior,0.06537860598566826,0,Low
8292-ITGYJ,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No,24-48 months,Low Value,1109.25,False,False,False,Non-Senior,0.01193672736392506,0,Low
6870-ZWMNX,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,No,48+ months,Medium Value,5327.0,True,False,False,Non-Senior,0.013395738164433546,0,Low
0621-CXBKL,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1005.7,No,48+ months,Low Value,991.0999999999999,False,False,False,Non-Senior,0.00939863161665014,0,Low
5268-DSMNQ,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No,48+ months,High Value,6072.900000000001,True,False,False,Senior,0.19565855103082083,0,Low
5334-JLAXU,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No,48+ months,High Value,5646.0,True,True,False,Non-Senior,0.24575864739658212,0,Low
4086-YQSNZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes,0-12 months,Medium Value,241.20000000000002,True,True,True,Senior,0.7883546720307211,1,High
6242-MBHPK,Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,No,12-24 months,High Value,2187.2999999999997,True,True,False,Senior,0.532743605475301,1,Medium
5868-CZJDR,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes,0-12 months,Low Value,31.35,True,True,True,Non-Senior,0.4846497245533669,0,Medium
9359-UGBTK,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,48+ months,Medium Value,4847.45,True,False,False,Non-Senior,0.02403408904807182,0,Low
0135-NMXAP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes,0-12 months,High Value,1077.0,True,True,True,Non-Senior,0.65310439131573,1,Medium
4782-OSFXZ,Female,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No,48+ months,Medium Value,5871.7,True,False,False,Senior,0.014852910593388868,0,Low
6479-OAUSD,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,510.8,No,24-48 months,Low Value,497.49999999999994,False,False,False,Non-Senior,0.03350295042483537,0,Low
7129-ACFOG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,0-12 months,Medium Value,269.0,True,True,False,Non-Senior,0.45595973751515595,0,Medium
4189-NAKJS,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No,24-48 months,Medium Value,1340.3,True,False,False,Non-Senior,0.12851702983640184,0,Low
5562-BETPV,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,19.65,No,0-12 months,Low Value,19.65,False,False,False,Non-Senior,0.08986460644979637,0,Low
1282-IHQAC,Male,1,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,No,48+ months,Low Value,3083.5,True,False,False,Senior,0.0691596219975837,0,Low
9127-FHJBZ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15,No,48+ months,High Value,8208.0,True,False,False,Non-Senior,0.05796664204799861,0,Low
6270-OMFIW,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,48+ months,High Value,5664.0,True,False,True,Non-Senior,0.24592866854386616,0,Low
1641-RQDAY,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No,24-48 months,High Value,3212.8,True,True,False,Senior,0.5962075794217476,1,Medium
0107-WESLM,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,19.85,Yes,0-12 months,Low Value,19.85,False,True,True,Non-Senior,0.325430356054433,0,Low
6994-ORCWG,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No,12-24 months,Medium Value,759.5,True,False,False,Non-Senior,0.15371915635327682,0,Low
1346-UFHAX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,No,12-24 months,Medium Value,1040.0,True,True,False,Non-Senior,0.42305568052692144,0,Medium
3992-YWPKO,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes,0-12 months,High Value,659.4000000000001,True,True,True,Non-Senior,0.7000359937789795,1,High
2933-XEUJM,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,No,24-48 months,Medium Value,3643.2000000000003,True,False,False,Non-Senior,0.029565333305334007,0,Low
0125-LZQXK,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes,12-24 months,High Value,1520.25,True,True,True,Non-Senior,0.5799834019320518,1,Medium
5461-QKNTN,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No,24-48 months,High Value,4054.9,True,True,False,Senior,0.3959451239848325,0,Low
4835-YSJMR,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No,24-48 months,Low Value,1942.1999999999998,True,False,False,Non-Senior,0.025573748199825767,0,Low
8399-YNDCH,Male,1,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes,12-24 months,Medium Value,1261.05,True,True,True,Senior,0.25218167770669425,0,Low
3164-YAXFY,Male,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,No,48+ months,Medium Value,3063.75,True,True,False,Non-Senior,0.23741142915451816,0,Low
0887-WBJVH,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,No,48+ months,High Value,4952.85,True,False,False,Non-Senior,0.26228024900685976,0,Low
4660-IRIBM,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,No,12-24 months,High Value,1582.2,True,True,False,Non-Senior,0.3550070083810078,0,Low
5673-FSSMF,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Yes,0-12 months,Medium Value,60.15,True,True,True,Non-Senior,0.6517497157098456,1,Medium
7670-ZBPOQ,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,No,48+ months,Medium Value,3540.8999999999996,True,False,False,Non-Senior,0.03556313266469811,0,Low
8089-UZWLX,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,No,48+ months,High Value,7387.55,True,False,False,Senior,0.07964272220632972,0,Low
0080-OROZO,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,No,24-48 months,High Value,3473.75,True,False,False,Non-Senior,0.28559854268394375,0,Low
3916-NRPAP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,No,0-12 months,High Value,257.1,True,True,False,Non-Senior,0.602041679971482,1,Medium
6807-SIWJI,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,3887.25,No,24-48 months,High Value,3984.2999999999997,True,False,False,Non-Senior,0.28983597104296055,0,Low
8221-HVAYI,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,No,24-48 months,Medium Value,2420.25,True,False,False,Non-Senior,0.019004967478580836,0,Low
1579-KLYDT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,0-12 months,High Value,633.15,True,True,True,Non-Senior,0.7974338978979416,1,High
5232-NXPAY,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No,24-48 months,Medium Value,3499.15,True,False,False,Non-Senior,0.021195103857678872,0,Low
8967-SZQAS,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No,12-24 months,Medium Value,706.3000000000001,True,True,False,Non-Senior,0.1953279161985198,0,Low
4468-KAZHE,Female,1,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No,12-24 months,Medium Value,1200.0,True,True,False,Senior,0.30887096249670404,0,Low
0455-ENTCR,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,No,48+ months,High Value,5626.5,True,False,False,Non-Senior,0.021846212143264047,0,Low
8944-AILEF,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,340.85,No,12-24 months,Low Value,291.75,False,True,False,Non-Senior,0.11611158095907868,0,Low
5542-NKVRU,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.75,844.45,No,24-48 months,Low Value,871.5,False,False,False,Non-Senior,0.011110931275241282,0,Low
7126-RBHSD,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,12-24 months,Medium Value,1341.3000000000002,True,True,False,Non-Senior,0.3973342666794002,0,Low
5370-IIVVL,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,No,24-48 months,High Value,3866.5,True,False,False,Non-Senior,0.23539261091149974,0,Low
6789-HJBWG,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No,0-12 months,Low Value,592.8,True,True,False,Non-Senior,0.39862679548876123,0,Low
3927-NLNRY,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes,48+ months,High Value,4995.25,True,False,True,Non-Senior,0.22608262728429693,0,Low
9087-EYCPR,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1505.05,No,48+ months,Low Value,1500.0,False,False,False,Non-Senior,0.009833421384098177,0,Low
6791-YBNAK,Male,0,Yes,Yes,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No,12-24 months,Low Value,459.90000000000003,True,True,False,Non-Senior,0.19527191090104615,0,Low
6358-LYNGM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,0-12 months,Medium Value,74.9,True,True,True,Non-Senior,0.7860956970177189,1,High
6077-BDPXA,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No,0-12 months,Medium Value,210.45000000000002,True,True,False,Non-Senior,0.6998598924740421,1,Medium
0013-MHZWF,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No,0-12 months,Medium Value,624.6,True,True,False,Non-Senior,0.33784113508434893,0,Low
5494-HECPR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes,0-12 months,Medium Value,80.25,True,True,True,Non-Senior,0.77113865214042,1,High
8268-YDIXR,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,No,48+ months,High Value,5216.400000000001,True,False,False,Non-Senior,0.16941538615327612,0,Low
9824-BEMCV,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes,12-24 months,Medium Value,1173.0,True,True,True,Non-Senior,0.4453081433611562,0,Medium
1373-ORVIZ,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Yes,0-12 months,Medium Value,729.8499999999999,True,True,True,Non-Senior,0.4262382759025737,0,Medium
4291-SHSBH,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No,0-12 months,Medium Value,486.84999999999997,True,True,False,Non-Senior,0.6720239345735219,1,Medium
6980-IMXXE,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1412.65,No,48+ months,Low Value,1393.8,False,False,False,Non-Senior,0.00360084494782203,0,Low
9866-QEVEE,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes,12-24 months,High Value,1634.0,True,True,True,Non-Senior,0.5326042953585478,1,Medium
9897-KXHCM,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes,0-12 months,Medium Value,240.89999999999998,True,True,True,Non-Senior,0.7212777032333852,1,High
0040-HALCW,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,No,48+ months,Low Value,1101.6,False,False,False,Non-Senior,0.006951993882570034,0,Low
0784-GTUUK,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.75,1446.8,No,48+ months,Low Value,1472.5,False,False,False,Non-Senior,0.02650085957518216,0,Low
7979-CORPM,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,12-24 months,High Value,2173.2,True,True,True,Non-Senior,0.4571456434810411,0,Medium
2294-DMMUS,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No,48+ months,Medium Value,4367.900000000001,True,True,False,Non-Senior,0.16095667782454331,0,Low
0872-JCPIB,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No,12-24 months,Medium Value,1117.75,True,True,False,Non-Senior,0.18231383123281578,0,Low
3055-MJDSB,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,No,0-12 months,Low Value,221.4,True,True,False,Non-Senior,0.4916612251628536,0,Medium
9091-WTUUY,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No,48+ months,Medium Value,4432.0,True,False,False,Non-Senior,0.008452577129634719,0,Low
1618-CFHME,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,0-12 months,Medium Value,151.8,True,True,True,Non-Senior,0.7733728855506783,1,High
3165-HDOEW,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,0-12 months,Low Value,45.85,True,True,True,Non-Senior,0.42618707051097077,0,Medium
6581-NQCBA,Female,0,Yes,No,16,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes,12-24 months,Low Value,799.2,True,True,True,Non-Senior,0.475873863706707,0,Medium
7115-IRDHS,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No,48+ months,Low Value,1774.8,False,False,False,Non-Senior,0.005702144449079916,0,Low
8496-DMZUK,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4,2820.65,No,24-48 months,High Value,2712.0,True,False,False,Non-Senior,0.12993866037730978,0,Low
2040-VZIKE,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,No,48+ months,High Value,4941.65,True,True,False,Non-Senior,0.4552477491474004,0,Medium
9068-VPWQQ,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,4729.3,No,48+ months,Medium Value,4596.349999999999,True,False,False,Non-Senior,0.01565235379377377,0,Low
0178-SZBHO,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,24-48 months,High Value,4098.400000000001,True,True,False,Non-Senior,0.2711384002529841,0,Low
0384-RVBPI,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,No,12-24 months,Medium Value,1288.0,True,True,False,Non-Senior,0.12651746512864817,0,Low
